,Title,platform,release_date,summary,meta_score,user_review
1080,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007-10-23,"Players star as a defense attorney, who must prove a seemingly guilty client's innocence no matter how dire the circumstances may seem. Phoenix faces the toughest prosecutor yet as the mysterious hard-boiled ""Godot"" tries to take him down at any cost. Players must collect evidence, survey crime scenes, weed through inconsistent testimonies, and overcome corrupt agendas to ensure that justice prevails. With the return of the popular ""psyche-lock"" interrogation tool from the previous title, ""Phoenix Wright: Ace Attorney Justice for All,"" players have to overcome even more intense courtroom standoffs in order to close the case. Maya Fey is a bright young girl that aids Phoenix in his trials; she harnesses her psychic powers which are useful in a pinch. Godot - the mysterious, hard-boiled prosecutor makes his appearance. Play as two lawyers - relive Mia's rookie days from the past and Phoenix's current cases in the present. Two distinct gameplay segments: Investigation phase - survey crime scenes, interview witnesses and gather evidence that will be used in court; Court phase - present findings from the investigation to support your case, listen to testimonies and examine witnesses. ""Psyche-Lock"" system - break down tough witnesses with a series of correct questions or catch them on inconsistencies. Touch screen interface progresses players through the game. Microphone can be used to yell ""Objection!"" and ""Hold it!"" as you cross examine witnesses. [Capcom]",81,9.0
1081,Phoenix Wright: Ace Attorney - Trials and Tribulations,Wii,2010-05-10,"[WiiWare] Phoenix Wright is back as the third game in the popular Ace Attorney hand-held franchise comes to the WiiWare service. As Phoenix Wright, you'll play through five shocking new cases in first-person perspective. The game features two unique modes of play. In Investigations Mode you'll survey crime scenes, interview witnesses and gather evidence. You'll then present findings, listen to testimonials and examine witnesses in Court Mode. TRIALS AND TRIBULATIONS also includes the ""Psyche-Lock"" feature that allows Phoenix to use a line of questioning to reveal inconsistencies in witness testimony.",67,8.8
1082,Ace Combat Zero: The Belkan War,PlayStation 2,2006-04-25,"Ace Combat Zero: The Belkan War thrusts players back in time, 15 years before the events of ""Ace Combat 5,"" and reveals the events that led up to the last chapter of the franchise. Players will take on the role of a mercenary hired to fly for Ustio, a small country bordering Belka, and face off against rival pilots throughout the game. Ace Combat Zero: The Belkan War introduces rival pilots to the series' traditional dogfighting action. Players will encounter highly skilled enemy pilots that they will engage throughout the course of the story. Adding even more tension to the game's dramatic air battles, these rival pilots utilize advanced battle tactics to attack the player while directing their own squadron. [Namco]",75,8.5
1083,Blackwood Crossing,Xbox One,2017-04-05,"Blackwood Crossing is a single-player, first person narrative game. An intriguing tale exploring the relationship of Scarlett and Finn, two siblings who are growing apart. When their paths cross with a ghostly figure, an ordinary train ride evolves into a haunting adventure of love, death and magic.",78,6.7
1084,Blackwood Crossing,PlayStation 4,2017-04-04,"Blackwood Crossing is a single-player, first person narrative game. An intriguing tale exploring the relationship of Scarlett and Finn, two siblings who are growing apart. When their paths cross with a ghostly figure, an ordinary train ride evolves into a haunting adventure of love, death and magic.",71,6.8
1085,Blackwood Crossing,PC,2017-04-04,"Blackwood Crossing is a single-player, first person narrative game. An intriguing tale exploring the relationship of Scarlett and Finn, two siblings who are growing apart. When their paths cross with a ghostly figure, an ordinary train ride evolves into a haunting adventure of love, death and magic.",70,6.4
1086,Onslaught,Wii,2009-02-23,"[WiiWare] Onslaught is a FPS that puts you in the middle of a futuristic war between humans and insectoid aliens. You become part of the Elite Interstellar Strike Force, fighting against an overwhelming onslaught of alien lifeforms. Enjoy the rush of mowing down wave after wave of aliens with machine guns, grenades, and more. Feel your heart pound as you battle gigantic boss aliens. Besides the normal game, Onslaught includes modes that let you play with rivals from around the world using Nintendo Wi-Fi Connection. Team up with up to 3 other people in Free Battle Mode. Or compete on special maps to see who can get the most points by killing enemies before time runs out in Nintendo Wi-Fi Connection Ranking Battle Mode. [Nintendo]",66,7.6
1087,Ghost in the Shell: Stand Alone Complex (2004),PlayStation 2,2004-11-08,"Ghost in The Shell is a fast-action 3rd person shooter for up to 4 players, with a feature set and presentation that will satisfy even the most hardened gamer. Play as ""Major"" Motoko Kusanagi, Batou and Tachikoma. Over 20 minutes of beautifully rendered CGI Ghost in the Shell FMV. 15 Weapon types to choose from. From sniper rifles to sub-machine guns and missile launchers! Hack into machinery, computers, and control your enemies' minds from a distance. Engaging single player story mode with an informative tutorial that gets you into martial arts action quickly. Multiplayer combat for up to 4 players including both team matches and battle royal. Complete the Story Mode to unlock additional features. Different playable characters in the VS mode. Different costumes for each character. An additional stage in the VS mode. Additional weapons in the VS mode. 3 Difficulty Levels to challenge even the most experienced gamers. 12 Stages of enemies and obstacles to overcome. [Bandai]",66,6.6
1088,Curse of the Dead Gods,PlayStation 4,2021-02-23,"You seek untold riches, eternal life, divine powers -- it leads to this accursed temple, a seemingly-infinite labyrinth of bottomless pits, deadly traps, and monsters. Your greed will lead you to death, but that is not an escape. Rise to fight again. Delve deeper again. Defy the malignant deities that linger in this place. Battle through hordes of enemies in dark, cavernous passages filled with traps and secrets of all sorts -- fire-spewing statues, explosives, hidden spikes, and worse. Collect mystical Relics and an arsenal of weapons to make yourself unstoppable. Corruption builds in you with every step -- encourage or ignore it, but each powerful curse can be a double-edged sword.",79,7.6
1089,Curse of the Dead Gods,PC,2021-02-23,"You seek untold riches, eternal life, divine powers -- it leads to this accursed temple, a seemingly-infinite labyrinth of bottomless pits, deadly traps, and monsters. Your greed will lead you to death, but that is not an escape. Rise to fight again. Delve deeper again. Defy the malignant deities that linger in this place. Battle through hordes of enemies in dark, cavernous passages filled with traps and secrets of all sorts -- fire-spewing statues, explosives, hidden spikes, and worse. Collect mystical Relics and an arsenal of weapons to make yourself unstoppable. Corruption builds in you with every step -- encourage or ignore it, but each powerful curse can be a double-edged sword.",78,7.4
