,Title,platform,release_date,summary,meta_score,user_review
1049,Dance Dance Revolution: Mario Mix,GameCube,2005-10-24,"Boogie down with Mario in his own dance party. Players shake their things to more than 25 dance-flavored songs, from classic Nintendo themes to familiar favorites. With five difficulty levels, dancers of all abilities will be able to get into the groove. The special ""Workout"" feature tracks the calories burned while playing. Someone has stolen the Music Keys and released the music they held. Without the Music Keys, the unstable power of the music is wreaking havoc on the land. Mario must recover them before the chaos destroys the entire Mushroom Kingdom! The path to the keys is simple: Left, Right, Up, Down, Right, Down ...Characters include Mario, Luigi, Toad, Waluigi, Wario, Bowser. Players clear levels by performing the correct steps. Once they clear all the levels in a particular world, they'll collect a Music Key. Collect all the Music Keys to win. Players control Dance Dance Revolution: Mario Mix by stepping on different arrows on the Action Pad (included with game). Players can finally experience the thrill of stomping Goombas and other enemies firsthand. As players clear songs, they will unlock more songs, minigames and difficulty levels.",69,8.1
1050,Lamplight City,PC,2018-09-13,A steampunk-ish detective adventure from the creator of A Golden Wake and Shardlight. Can private investigator Miles Fordham find justice for his clients and track down his partner's killer before his entire world comes apart?,72,7.5
1051,Red Dog: Superior Firepower,Dreamcast,2000-10-31,"As commander of the Red Dog assault vehicle, your job is to rid our people of the now aggressive Haak forces occupying the continents of earth. You'll utilize Red Dog's advanced weaponry and armor as you engage in a variety of search and destroy, escort, and defense missions.",73,8.0
1052,Payday: The Heist,PC,2011-10-20,"Players will embark on a spectacular crime spree of six heart stopping heists, including blasting their way through a downtown bank vault robbery, managing hostages in an armored car hijacking and even a midnight infiltration of a top-secret, high-security facility. Additionally, PAYDAY: The Heist challenges players with dynamic environments and adaptive enemy tactics - meaning no scenario will ever play out the same way twice. Teamwork is essential to ensure crew members provide cover under fire, guard key access points, break through various security measures and keep civilians in check. Survive wave after wave of the best that law enforcement can deploy as they shift strategies in response to player actions and gameplay style.",76,7.7
1053,Payday: The Heist,PlayStation 3,2011-10-18,"Players will embark on a spectacular crime spree of six heart stopping heists, including blasting their way through a downtown bank vault robbery, managing hostages in an armored car hijacking and even a midnight infiltration of a top-secret, high-security facility. Additionally, PAYDAY: The Heist challenges players with dynamic environments and adaptive enemy tactics - meaning no scenario will ever play out the same way twice. Teamwork is essential to ensure crew members provide cover under fire, guard key access points, break through various security measures and keep civilians in check. Survive wave after wave of the best that law enforcement can deploy as they shift strategies in response to player actions and gameplay style.",70,6.4
1054,WWF Raw,Xbox,2002-02-11,"With WWE Raw, you can bring more than 35 WWE superstars into your living room. This game puts you inside the squared circle to compete against your favorite wrestlers in a variety of match types, including tag team, King of the Ring, and more. Each player has his or her own finishing moves, entrances, and entrance effects. Set up tournaments against the game's AI, or face off against three of your friends in multiplayer modes.",68,6.1
1055,Space Empires IV,PC,2000-11-07,"If you're serious about space strategy, you can't afford to miss it.",79,7.7
1056,Solstice Chronicles: MIA,PC,2017-07-26,"Battle for survival against waves of Martian mutants in this tactical twist on twin-stick shooters. Using the skills of your drone companion, make fight-or-flight decisions that drastically alter the threats you face. Will your choices lead you to freedom... or your doom?",68,6.5
1057,Aegis Wing,Xbox 360,2007-05-16,"[Xbox Live Arcade] Aegis Wing is a side-scrolling space combat game reminiscent of classic eighties arcade hits. It features alien-busting action, slick graphics, an orchestral soundtrack, and devastating power-ups. Also included is a unique cooperative mode of play in which up to three additional players can ""attach"" to the leader's ship and become independent, 360-degree gun turrets. Get ready for an action-retro 2-D sci-fi side scrolling shooter, similar to ""Gradius"" or ""Defender."" Up to four players can compete on the same console or on Xbox Live. Attach to each other, and super weapon powers grow as more players attach. After attaching, there's one pilot and each rider rotates fire via a 360-degree gun turret. Wield four super weapons, including the Hades Beam (kills everything in it’s path), the Gordon Burst (EMP pulse that kills all bullets and short circuits enemies), the Arcus Missile (heat-seeking missiles), and Lambda Shield (allows bullets to be deflected and used against the enemies). [Microsoft]",58,7.0
1058,Picross DS,DS,2007-07-30,"Like finding the underlining 'picture' in a 'crossword puzzle', the goal in Picross DS is to fill a grid with squares and crosses in order to 'paint' a picture. Numbers at the head of the puzzles' columns and rows signify how the grids need to be filled out, but it will take a sharp mind to figure out the solution - and some speedy fingers to defeat the competition. The game's main Picross Mode offers a staggering 300 puzzles available to play at your leisure. Ranging from the elementary five by five grids to highly complicated twenty by twenty grids, this mode can keep even the most hardened gamers happy. Those less certain of their skills can opt to receive clues to help finish puzzles, or get a head start with a roulette-style hint function that reveals one line of the puzzle. Bring your individual talents to the table with My Picross Mode, in which you can create your very own puzzles to share with your friends (locally, or via Nintendo Wi-Fi Connection). Designing your own puzzles is simplicity itself thanks to the easy-to-use stylus and Touch Screen. For that extra personal flair, you can even design the image beneath the puzzle which is revealed upon completion. A variety of unlockable skins - with themes ranging from nature to sports or video game heroes – give you all the customisation tools you’ll need to make Picross DS fit your style. [Nintendo Europe]",83,8.0
1059,Hotline Miami,PlayStation 3,2013-06-25,"Step into the neon-soaked underground of 1980s Miami as bizarre messages on your answering machine seem to be urging you to commit terrible acts of violence - but will you obey? Hotline Miami reeks of raw brutality and skull crushing close combat as you find yourself outgunned and using your wits to choreograph your way through impossible situations. Its visual style, a driving soundtrack, and a surreal plot will have you question your own thirst for blood. Bash and blast through over 20 multiscreen levels with 35 unique weapons and collect 25 game-altering masks.",87,8.3
